step	loss
0	9.305155442936858
1	8.9642744613383
2	7.699112016549657
3	6.114105258268519
4	5.7696135312832055
5	4.393630320099134
6	3.5737717892086156
7	2.4527353320242615
8	1.0699649454208062
9	0.4579318073436114
